FINESS_Etab;Nom_court;Code_postal;Commune;Public_ou_prive;Lat;Long
380000059;CH DE RIVES;38147;RIVES SUR FURE;Public;45.353521;5.501102
380000067;HOPITAL NORD - CHU38;38700;LA TRONCHE;Public;45.197881;5.749162
380000075;CH DE TULLINS SITE PERRET;38210;TULLINS;Public;45.302786;5.488261
380000091;CH INTERCOMMUNAL VERCORS ISERE;38161;ST MARCELLIN;Public;45.146037;5.315641
380000109;CH DE SAINT LAURENT DU PONT;38380;ST LAURENT DU PONT;Public;45.388433;5.738480
380000125;CH DE SAINT GEOIRE EN VALDAINE;38620;ST GEOIRE EN VALDAINE;Public;45.460566;5.631514
380000166;CHI DE LUZY-DUFEILLANT;38270;BEAUREPAIRE;Public;45.340643;5.061529
380000174;CH LUCIEN HUSSEL DE VIENNE;38200;VIENNE;Public;45.532368;4.876483
380000356;CH DE LA TOUR DU PIN;38110;LA TOUR DU PIN;Public;45.569871;5.447312
380000364;CH DE MORESTEL;38510;MORESTEL;Public;45.679267;5.463148
380000406;HOPITAL DE VOIRON - CHU38;38500;VOIRON;Public;45.373706;5.575966
380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;38028;GRENOBLE;ESPIC;45.182828;5.724369
380019752;ANTENNE SMUR AERODROME VERSOUD - CHU38;38420;DOMENE;Public;45.210269;5.849913
380019760;ANTENNE SMUR ALPES D'HUEZ - CHU38;38750;HUEZ;Public;45.089894;6.083794
380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;38700;LA TRONCHE;ESPIC;45.205248;5.748012
380782722;HOPITAL SUD - CHU38;38130;ECHIROLLES;Public;45.147310;5.728504
380784736;HJ ENFANTS BOURGOIN;38300;BOURGOIN JALLIEU;Public;45.590659;5.277403
380805028;HJ ENFANTS LA TOUR DU PIN;38110;LA TOUR DU PIN;Public;45.575453;5.434130
390000040;CH LONS;39016;LONS LE SAUNIER;Public;46.664000;5.558208
390000057;CH LEON BERARD MOREZ;39403;MOREZ;Public;46.520763;6.024551
390000065;CH LOUIS JAILLON SAINT CLAUDE;39206;ST CLAUDE;Public;46.400106;5.859890
390000073;CHI PAYS REVERMONT SITE SALINS;39110;SALINS LES BAINS;Public;46.942318;5.878305
390000081;CHI PAYS REVERMONT SITE ARBOIS;39602;ARBOIS;Public;46.908393;5.773049
390000214;CH JURA SUD SITE CHAMPAGNOLE;39302;CHAMPAGNOLE;Public;46.745056;5.908348
390000222;CH LOUIS PASTEUR DOLE;39108;DOLE;Public;47.082980;5.472058
390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;39403;MOREZ;Public;46.527073;6.016169
390006161;CH JURA SUD PIERRE FUTIN ORGELET;39270;ORGELET;Public;46.515096;5.606570
390781193;MAISON SOINS ADLCA BLETTERANS;39140;BLETTERANS;ESPIC;46.745112;5.455298
400000105;CENTRE HOSPITALIER DAX;40107;DAX;Public;43.711644;-1.040234
400000113;CH MONT DE MARSAN - SITE DE STE ANNE;40012;MONT DE MARSAN;Public;43.891274;-0.500310
400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;40024;MONT DE MARSAN;Public;43.891274;-0.500310
400000147;CENTRE HOSPITALIER DE SAINT SEVER;40500;ST SEVER;Public;43.757073;-0.571692
400011383;CH DAX - ANT. SAISON. SMUR - HOSSEGOR;40510;SEIGNOSSE;Public;43.708342;-1.428194
400011391;CH DAX - ANT. SAISON. SMUR - MIMIZAN;40200;MIMIZAN;Public;44.178096;-1.293283
400012506;CH MDM - ANT. SAISON. SMUR-BISCARROSSE;40600;BISCARROSSE;Public;44.444563;-1.252875
400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;40210;LABOUHEYRE;Public;44.204275;-0.915627
400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;40800;AIRE SUR L ADOUR;Public;43.714183;-0.243977
400013090;HAD PSYCHIATRIE - CH DE DAX;40230;ST VINCENT DE TYROSSE;Public;43.637140;-1.352403
400013108;HOPITAL DE JOUR ADULTES - CH DE DAX;40230;ST VINCENT DE TYROSSE;Public;43.661788;-1.315737
400013348;HOPITAL DE JOUR ADULTES - PARENTIS;40160;PARENTIS EN BORN;Public;44.353992;-1.070275
400013371;HOPITAL DE JOUR ADULTES - MONTFORT;40380;MONTFORT EN CHALOSSE;Public;43.710377;-0.835117
400013389;HOPITAL DE JOUR ADULTES - AIRE S/ADOUR;40800;AIRE SUR L ADOUR;Public;43.713548;-0.249075
400013397;HOPITAL DE JOUR ENFANTS - SAINT PIERRE;40280;ST PIERRE DU MONT;Public;43.862893;-0.487689
400013405;HOPITAL DE JOUR ADOS - MT DE MARSAN;40024;MONT DE MARSAN;Public;43.891274;-0.500310
400016010;HOPITAL DE JOUR MAISON SPORT SANTE;40000;MONT DE MARSAN;Public;43.897348;-0.462852
400780250;HAD CENTRE NOUVIELLE;40280;BRETAGNE DE MARSAN;Public;43.834062;-0.468828
400782777;HOPITAL THERMAL DAX;40107;DAX;Public;43.706230;-1.051052
400787354;CH DE DAX - SITE DU LANOT;40100;DAX;Public;43.693585;-1.069855
410000020;CH BLOIS SIMONE VEIL;41016;BLOIS;Public;47.581228;1.316533
410000038;CH VENDOME - MONTOIRE;41100;VENDOME;Public;47.794599;1.064165
410000046;CH ROMORANTIN-LANTHENAY;41206;ROMORANTIN LANTHENAY;Public;47.333734;1.278647
410000053;CH SAINT AIGNAN;41110;ST AIGNAN;Public;47.261536;1.346979
410000210;CH MONTRICHARD;41406;MONTRICHARD;Public;45.994783;-0.580568
410003768;SERVICE PSYCHIATRIE-ANNEXE-CH  VENDOME;41100;VENDOME;Public;47.801806;1.056238
410004063;USSR CH DE VENDOME;41100;VENDOME;Public;47.795339;1.064216
410011407;MATERNITE CENTRE HOSPITALIER VENDOME;41100;VENDOME;Public;47.797455;1.065029
410012009;HJ ADULTES BLOIS;41000;BLOIS;Public;47.579848;1.323127
410012116;HDJ ADULTES ROMORANTIN;41200;ROMORANTIN LANTHENAY;Public;47.380305;1.736983
410012165;HJ ENFANTS ROMORANTIN;41200;ROMORANTIN LANTHENAY;Public;47.357646;1.733951
420000010;CH DE ROANNE;42328;ROANNE;Public;46.057296;4.103817
420000028;CH DE SAINT JUST LA PENDUE;42540;ST JUST LA PENDUE;Public;45.892070;4.235331
420000036;CH DE CHARLIEU;42190;CHARLIEU;Public;46.159777;4.164595
420000192;CLINIQUE MEDICALE LA BUISSONNIERE;42350;LA TALAUDIERE;ESPIC;45.469341;4.412887
420000226;CH DU FOREZ SITE DE MONTBRISON;42605;MONTBRISON;Public;45.604196;4.069547
420000234;CH DE FIRMINY;42700;FIRMINY;Public;45.397914;4.293565
420000242;CH GEORGES CLAUDINON;42501;LE CHAMBON FEUGEROLLES CED;Public;45.389791;4.331899
420000267;CH DU FOREZ SITE DE FEURS;42110;FEURS;Public;45.745717;4.221201
420000275;CH DE SAINT BONNET LE CHATEAU;42380;ST BONNET LE CHATEAU;Public;45.424467;4.067190
420000317;CH DE PELUSSIN;42410;PELUSSIN;Public;45.417816;4.671426
420002669;HOPITAL DE JOUR FIRMINY 42G05 - CHU42;42700;FIRMINY;Public;45.380015;4.285224
420002818;HOPITAL DE JOUR SAINT-CHAMOND - CHU42;42400;ST CHAMOND;Public;45.475575;4.515887
420009599;CH DU GIER - SITE PINAY GERIATRIE;42400;ST CHAMOND;Public;45.468993;4.519321
420010050;CLINIQUE MUTUALISTE MFL SSAM;42013;ST ETIENNE;ESPIC;45.430195;4.370045
420010241;INSTITUT DE CANCERO ET HEMATO - CHU42;42271;ST PRIEST EN JAREZ;Public;45.474286;4.370575
420012320;HDJ ET APPART THRAPEUTIQUE CH FEURS;42110;FEURS;Public;45.745717;4.221201
420013187;HDJ ANDREZIEUX BOUTHEON - CHU42;42160;ANDREZIEUX BOUTHEON;Public;45.526368;4.272510
420015216;UNITE PENITENTIAIRE - CHU42;42350;LA TALAUDIERE;Public;45.473694;4.415338
420018053;HDJ ENFANTS MONTBRISON;42600;MONTBRISON;Public;45.609141;4.061488
420018145;CH ROANNE - HJ ENFANT PETITE MAISON;42328;ROANNE;Public;46.043412;4.072015
420018152;CH ROANNE - HJ ENFANT VERANDA;42300;ROANNE;Public;46.044206;4.081659
420018830;PUI POLE DMS - CHU42;42000;ST ETIENNE;Public;45.433496;4.393646
420019648;CMP ADULES SAINT JUST EN CHEVALET;42430;ST JUST EN CHEVALET;Public;45.918182;3.835236
420019655;CMP ADULTES SAINT SYMPHORIEN DE LAY;42470;ST SYMPHORIEN DE LAY;Public;45.948087;4.212377
420019663;CMP ADULTES AMBIERLE;42820;AMBIERLE;Public;46.103684;3.895764
420780637;CH DU GIER - MCO;42403;ST CHAMOND;Public;45.470463;4.505748
420780678;HOPITAL DU GIER - SITE MARREL SSR;42800;RIVE DE GIER;Public;45.527160;4.619572
420780744;CH DE SAINT PIERRE DE BOEUF;42520;ST PIERRE DE BOEUF;Public;45.380943;4.748310
420782559;HOPITAL DE BELLEVUE - CHU42;42000;ST ETIENNE;Public;45.430195;4.370045
420782567;HOPITAL DE LA CHARITE - CHU42;42000;ST ETIENNE;Public;45.433560;4.391807
420784845;ANNEXE BONVERT - CH DE ROANNE;42300;MABLY;Public;46.084575;4.062667
420785107;HDJ ADULTES MONTBRISON;42600;MONTBRISON;Public;45.609141;4.061488
420785354;HOPITAL NORD - CHU42;42277;ST PRIEST EN JAREZ;Public;45.474286;4.370575
420787210;CENTRE DE PLANIFICATION;42403;ST CHAMOND;Public;45.470463;4.505748
430000117;CH EMILE ROUX LE PUY;43012;LE PUY EN VELAY;Public;45.031845;3.899669
430000190;CH DE BRIOUDE;43100;BRIOUDE;Public;45.296190;3.382116
430000299;CH DE CRAPONNE SUR ARZON;43500;CRAPONNE SUR ARZON;Public;45.327755;3.841337
430000307;CH PIERRE GALLICE DE LANGEAC;43300;LANGEAC;Public;45.094773;3.493749
430000356;CH JACQUES BARROT - YSSINGEAUX;43200;YSSINGEAUX;Public;45.144089;4.125924
430009134;ICLN SITE EMILE ROUX - CHU42;43012;LE PUY EN VELAY;Public;45.031845;3.899669
440000016;CH DE SAINT NAZAIRE;44606;ST NAZAIRE;Public;43.645421;2.184278
440000024;CH REEDAPTATION DE MAUBREUIL;44819;ST HERBLAIN;Public;47.227082;-1.625284
440000271;CHU DE NANTES SITE HOTEL DIEU HME;44093;NANTES;Public;47.239367;-1.555335
440000396;CH ERDRE ET LOIRE;44156;ANCENIS;Public;47.619227;-1.120810
440000453;CHU DE NANTES SITE HOPITAL BELLIER;44046;NANTES;Public;47.239367;-1.555335
440000503;CH CNP SITE CHATEAUBRIANT;44146;CHATEAUBRIANT;Public;47.715318;-1.385354
440000552;CH SEVRE ET LOIRE- LOROUX BOTTEREAU;44430;LE LOROUX BOTTEREAU;Public;47.243123;-1.358043
440000560;CH LVO SITE DE MACHECOUL;44270;MACHECOUL ST MEME;Public;46.999169;-1.816912
440000644;CH BEL AIR;44650;CORCOUE SUR LOGNE;Public;46.958189;-1.566848
440000677;CH CNP SITE NOZAY;44170;NOZAY;Public;47.562053;-1.625215
440000883;CH SEVRE ET LOIRE - VERTOU;44122;VERTOU;Public;47.164129;-1.469723
440001113;ICO - SITE GAUDUCHEAU;44805;ST HERBLAIN;ESPIC;47.227082;-1.625284
440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;44350;GUERANDE;Public;47.323790;-2.425346
440001261;HIC DE LA PRESQU'ILE - SITE DU CROISIC;44490;LE CROISIC;Public;47.291190;-2.513609
440001287;HIC PAYS DE RETZ - PORNIC;44210;PORNIC;Public;47.107663;-2.064533
440001295;CH DE SAVENAY;44260;SAVENAY;Public;47.357475;-1.941494
440001964;CH PIERRE DELAROCHE;44191;CLISSON;Public;47.092311;-1.270440
440003291;CHU DE NANTES SITE SAINT JACQUES;44200;NANTES;Public;47.196036;-1.537194
440007607;CH ST NAZAIRE HEINLEX;44600;ST NAZAIRE;Public;47.261792;-2.268040
440011864;HDJ PEDO PSY CHU NANTES;44000;NANTES;Public;47.225071;-1.560421
440013654;HDJ BELLE FONTAINE CH ST NAZAIRE;44600;ST NAZAIRE;Public;47.257476;-2.243368
440017440;HAD CH ST NAZAIRE;44600;ST NAZAIRE;Public;47.267977;-2.227384
440017598;CHU DE NANTES SITE LAENNEC;44800;ST HERBLAIN;Public;47.233024;-1.629674
440021392;HOP PSY STJACQUES CHU NANTES;44200;NANTES;Public;47.196036;-1.537194
440029338;CLINIQUE MUTUALISTE JULES VERNE;44314;NANTES;ESPIC;47.239367;-1.555335
440033744;APT THERAPEUTIQUE CH ST NAZAIRE AVALIX;44600;ST NAZAIRE;Public;47.277114;-2.218871
440034460;HDJ ENFANTS CHU DE NANTES;44100;NANTES;Public;47.239367;-1.555335
440044345;HDJ LES SALORGES CHU NANTES;44000;NANTES;Public;47.239367;-1.555335
440044352;HDJ ESPACE BARBARA CHU NANTES;44000;NANTES;Public;47.225605;-1.557034
440044360;HDJ L EMBARCADERE CHU NANTES;44000;NANTES;Public;47.227443;-1.548924
440044378;HDJ MARGUERITE CHU NANTES;44000;NANTES;Public;47.226556;-1.548900
440044386;HDJ BELLIER CHU NANTES;44300;NANTES;Public;47.239367;-1.555335
440044394;HDJ PONT DU CENS CHU NANTES;44100;NANTES;Public;47.239367;-1.555335
440044402;HDJ AN TREIZ CHU NANTES;44100;NANTES;Public;47.208894;-1.577765
440044428;AMP BIO CHU NANTES SITE JULES VERNE;44300;NANTES;Public;47.244286;-1.513608
440044436;HDJ SAMOTHRACE CHU NANTES;44300;NANTES;Public;47.241001;-1.580276
440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;44606;ST NAZAIRE;ESPIC;47.275247;-2.242494
440050458;SSR BEAUSEJOUR CHU NANTES;44093;NANTES;Public;47.239367;-1.555335
440050466;SSR PIRMIL CHU NANTES;44200;NANTES;Public;47.196036;-1.537194
440053007;SMUR CHU NANTES SITE CH ANCENIS;44156;ANCENIS;Public;47.385541;-1.197594
440053296;HDJ MICHEL ANGE CH ST NAZAIRE;44606;ST NAZAIRE;Public;47.275247;-2.242494
440053452;PSY HEINLEX CH ST NAZAIRE;44600;ST NAZAIRE;Public;47.261792;-2.268040
440053502;APT THERAP CH ST NAZAIRE TREBALLE;44600;ST NAZAIRE;Public;47.276378;-2.220256
440053510;APT THERAP MICHEL ANGE CH ST NAZAIRE;44600;ST NAZAIRE;Public;47.263964;-2.267630
440055747;HDJ IPEA DENVER CHU NANTES;44000;NANTES;Public;47.209716;-1.548957
440055945;MAISON DE NICODEME;44000;NANTES;ESPIC;47.224388;-1.542328
440056125;SCANNER CH SAINT NAZAIRE;44606;ST NAZAIRE;Public;47.275247;-2.242494
440063303;USP CH SAINT NAZAIRE;44600;ST NAZAIRE;Public;47.261792;-2.268040
450000021;CHRU D'ORLEANS - HÔPITAL MADELEINE;45032;ORLEANS;Public;47.873569;1.911358
450000047;CH DEZARNAULDS - GIEN;45503;GIEN;Public;47.698090;2.645031
450000062;CH AGGLOMERATION MONTARGOISE;45200;AMILLY;Public;47.998507;2.771361
450000070;CH PITHIVIERS;45308;PITHIVIERS;Public;48.173805;2.254487
450000120;CH LOUR PICOU - BEAUGENCY;45190;BEAUGENCY;Public;47.781611;1.621775
450000260;CH SULLY-SUR-LOIRE;45600;SULLY SUR LOIRE;Public;47.765329;2.379912
450000336;CH SAINT JEAN DE BRIARE;45250;BRIARE;ESPIC;47.647325;2.729805
450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;45067;ORLEANS;Public;47.873569;1.911358
450006101;LACTARIUM DU CHRU D'ORLEANS;45032;ORLEANS;Public;47.873569;1.911358
450021431;SITE SSR JEANNE D'ARC GIEN - CH GIEN;45500;GIEN;Public;47.691127;2.633878
450021449;SITE JEANNE D'ARC GIEN - CHRU ORLEANS;45500;GIEN;Public;47.691127;2.633878
450025085;HJ ADULTES MONTARGIS;45200;MONTARGIS;Public;47.991734;2.733401
450025119;HJ ENFANTS ADOS MONTARGIS;45200;MONTARGIS;Public;47.991555;2.733679
460000045;CH FIGEAC SITE MARTIN MALVY;46106;FIGEAC;Public;44.609226;2.024190
460000052;CH ST JACQUES ST CERE;46400;ST CERE;Public;44.862529;1.888970
460000102;CH JEAN COULON GOURDON;46300;GOURDON;Public;44.732326;1.373372
460000227;CH LOUIS CONTE GRAMAT;46500;GRAMAT;Public;44.780677;1.734866
460007842;CH FIGEAC SITE FONT REDONDE;46100;FIGEAC;Public;44.606057;2.036545
460785553;CTRE PLANIF FAM CH CAHORS;46000;CAHORS;Public;44.457559;1.438342
460785587;CTRE PLANIF FAM CH SAINT CERE;46400;ST CERE;Public;44.854274;1.904821
470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;47923;AGEN;Public;44.202304;0.631041
470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;47305;VILLENEUVE SUR LOT;Public;44.416152;0.747052
470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;47207;MARMANDE;Public;44.501840;0.170988
470000522;CH AGEN NERAC - SITE DE NERAC;47600;NERAC;Public;44.135947;0.336615
470000530;HOPITAL LOCAL DE CASTELJALOUX;47700;CASTELJALOUX;Public;44.314151;0.079133
470000548;HOPITAL LOCAL PENNE AGENAIS;47140;PENNE D AGENAIS;Public;44.388344;0.818942
470000555;CENTRE HOSPITALIER TONNEINS;47400;TONNEINS;Public;44.392846;0.302458
470000571;CENTRE HOSPITALIER DE FUMEL;47501;FUMEL;Public;44.406447;0.746140
470013111;LACTARIUM DU DR RAYMOND FOURCADE;47200;MARMANDE;Public;44.510860;0.159687
470016205;CH AGEN NERAC - ANTENNE SMUR DE NERAC;47600;NERAC;Public;44.135947;0.336615
480000017;HOPITAL LOZERE SITE VALLEE DU LOT;48000;MENDE;Public;44.523322;3.493905
480000033;CH FANNY RAMADIER ST CHELY D'APCHER;48200;ST CHELY D APCHER;Public;44.810072;3.287371
480000041;CH DE FLORAC TROIS RIVIERES;48400;FLORAC TROIS RIVIERES;Public;44.324426;3.597690
480000066;CH ST JACQUES MARVEJOLS;48100;MARVEJOLS;Public;44.563707;3.294274
480000074;CH LANGOGNE;48300;LANGOGNE;Public;44.724334;3.846477
480002948;HOPITAL LOZERE SITE GEVAUDAN;48100;MARVEJOLS;Public;44.563707;3.294274
480780279;SMR HOPITAL LOZERE SITE VALLEE DU LOT;48000;MENDE;Public;44.523039;3.492755
490000049;CHU ANGERS SITE LARREY;49933;ANGERS;Public;47.467471;-0.561615
490000155;ICO - SITE PAUL PAPIN;49055;ANGERS;ESPIC;47.467471;-0.561615
490000239;ESBV-SITE DE BAUGE;49150;BAUGE EN ANJOU;Public;47.536514;-0.103978
490000254;ESBV-SITE DE BEAUFORT;49250;BEAUFORT EN ANJOU;Public;47.440627;-0.223466
490000296;CH DE CANDE;49440;CANDE;Public;47.560330;-1.033080
490000320;HOPITAL CORNICHE ANGEVINE À CHALONNES;49290;CHALONNES SUR LOIRE;Public;47.349987;-0.762578
490000338;CENTRE HOSPITALIER DOUE EN ANJOU;49700;DOUE EN ANJOU;Public;47.192999;-0.271598
490000353;CH SAUMUR LONGUE JUMELLES SITE LONGUE;49160;LONGUE JUMELLES;Public;47.370860;-0.102659
490000494;CH LAYON-AUBANCE MARTIGNE BRIAND;49540;TERRANJOU;Public;47.233912;-0.430632
490000569;CH CNP SITE POUANCE;49420;OMBREE D ANJOU;Public;47.741182;-1.175638
490000635;CH DE CHOLET;49325;CHOLET;Public;47.125954;-0.545683
490000650;CHI LYS HYROME-CHEMILLE;49120;CHEMILLE EN ANJOU;Public;47.208422;-0.724911
490000700;SSR PSM VILLAGE SANTE ST JOSEPH;49110;MONTREVAULT SUR EVRE;ESPIC;47.292059;-0.983370
490001765;CH DE SAUMUR;49403;SAUMUR;Public;47.195076;0.052760
490001831;CHI LYS HYROME-LYS HAUT LAYON;49310;LYS HAUT LAYON;Public;47.146181;-0.535792
490004256;HOPITAL PRIVE ST MARTIN;49600;BEAUPREAU EN MAUGES;ESPIC;47.202119;-0.981755
490011269;HDJ CORDELIERS CH CHOLET;49300;CHOLET;Public;47.058276;-0.884189
490011418;HDJ CH DE SAUMUR;49400;SAUMUR;Public;47.251931;-0.078478
490020245;CH HAUT ANJOU SITE SEGRE;49500;SEGRE EN ANJOU BLEU;Public;47.678186;-0.866687
490020989;TEP CHU ANGERS SITE  CH CHOLET;49300;CHOLET;Public;47.041898;-0.897070
490021987;ICO - SITE CHR;49933;ANGERS;ESPIC;47.467471;-0.561615
490529005;SMR CHU ANGERS;49933;ANGERS;Public;47.467471;-0.561615
490539293;CTRE DE PLANIFICATION CH CHOLET;49325;CHOLET;Public;47.036408;-0.875399
490542628;HDJ CMP ADULTES BEAUPREAU;49600;BEAUPREAU EN MAUGES;Public;47.201886;-0.979155
500000187;CHPC - SITE CHERBOURG;50102;CHERBOURG OCTEVILLE;Public;49.558463;0.121508
500000195;CH CARENTAN;50500;CARENTAN LES MARAIS;Public;49.306168;-1.244431
500000302;CH  MORTAIN;50140;MORTAIN BOCAGE;Public;48.649348;-0.932736
500000427;CH DE SAINT HILAIRE DU HARCOUET;50600;ST HILAIRE DU HARCOUET;Public;48.570614;-1.095808
500000435;HOPITAL SAINT JAMES;50240;ST JAMES;Public;48.524355;-1.329040
500000450;CH - SAINT-LO;50009;ST LO;Public;49.117194;-1.009708
500000468;CHPC - SITE VALOGNES;50700;VALOGNES;Public;49.503232;-1.464569
500000591;CENTRE HOSPITALIER DE COUTANCES;50208;COUTANCES;Public;49.041463;-1.443915
500021274;HAD DU CH DE VIRE SITE DE MORTAIN;50140;MORTAIN BOCAGE;Public;48.611003;-0.940307
500021282;HAD DU CH DE VIRE SITE DE VILLEDIEU;50800;VILLEDIEU LES POELES ROUFF;Public;48.841774;-1.221956
510000169;CENTRE HOSPITALIER LEON BOURGEOIS;51005;CHALONS EN CHAMPAGNE;Public;48.955254;4.368278
510000177;CENTRE HOSPITALIER DE SEZANNE;51120;SEZANNE;Public;48.722651;3.726431
510000235;CENTRE HOSPITALIER D'EPERNAY;51205;EPERNAY;Public;49.040236;3.960527
510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;51308;VITRY LE FRANCOIS;Public;48.716012;4.602149
510000359;HOPITAL LOCAL DE MONTMIRAIL;51210;MONTMIRAIL;Public;48.876942;3.545584
510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;51800;STE MENEHOULD;Public;49.092738;4.907741
510000516;INSTITUT GODINOT;51056;REIMS;ESPIC;49.227239;4.022553
510002447;HOPITAL ROBERT DEBRE CHU REIMS;51092;REIMS;Public;49.227024;4.019133
510002454;HOPITAL SEBASTOPOL CHU REIMS;51092;REIMS;Public;49.265316;4.048691
510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;51092;REIMS;Public;49.250948;4.055595
510004302;HOPITAL MAISON BLANCHE CHU REIMS;51092;REIMS;Public;49.250948;4.055595
510017098;HAD EPERNAY;51205;EPERNAY;Public;49.040236;3.960527
510023914;ANTENNE DE SMUR - CH CHALONS;51800;STE MENEHOULD;Public;49.090108;4.891561
510023922;ANTENNE DE SMUR - GHAM;51120;SEZANNE;Public;48.722651;3.726431
510024466;CENTRE HOSPITALIER DE FISMES;51170;FISMES;Public;49.306096;3.679003
510025380;LBM LBO DU CHU DE REIMS - SITE GODINOT;51100;REIMS;Public;49.226449;4.022912
520000019;C H DE BOURBONNE-LES-BAINS;52400;BOURBONNE LES BAINS;Public;47.953716;5.745603
520000027;CENTRE HOSPITALIER DE CHAUMONT;52014;CHAUMONT;Public;46.385196;5.866825
520000035;HOPITAL DE JOINVILLE;52300;JOINVILLE;Public;48.438217;5.136931
520000043;CENTRE HOSPITALIER DE LANGRES;52200;LANGRES;Public;47.866462;5.336360
520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;52220;LA PORTE DU DER;Public;48.477071;4.774937
520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;52115;ST DIZIER;Public;48.638926;4.957021
530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;53204;CHATEAU GONTIER;Public;47.819956;-0.694321
530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;53400;CRAON;Public;47.848456;-0.957128
530000140;CH ERNEE;53500;ERNEE;Public;48.295997;-0.922789
530000165;HOPITAL LOCAL EVRON;53600;EVRON;Public;48.157513;-0.409230
530000173;CH DU NORD MAYENNE;53103;MAYENNE;Public;48.303573;-0.610823
530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;53800;RENAZE;Public;47.794745;-1.065931
530000264;CENTRE HOSPITALIER DE LAVAL;53015;LAVAL;Public;48.063691;-0.784005
530000611;HOPITAL LOCAL VILLAINES LA JUHEL;53700;VILLAINES LA JUHEL;Public;48.342330;-0.283444
530003177;HOPITAL DE JOUR LAVAL OUEST;53000;LAVAL;Public;48.080218;-0.785925
530003466;SERVICE PSYCHIATRIE ADULTE LAVALLOIS;53000;LAVAL;Public;48.058475;-0.780091
530004548;HOPITAL DE JOUR PEDOPSYCHIATRIE;53100;MAYENNE;Public;48.305745;-0.608548
530007285;ACCUEIL FAMILIAL THERAPEUTIQUE;53000;LAVAL;Public;48.063574;-0.764667
530007707;CLIC DU PAYS DE CHATEAU GONTIER;53200;CHATEAU GONTIER SUR MAYENN;Public;47.826364;-0.706984
530008671;UNITÉ CHIMIO CH LAVAL SITE POLYCL DU M;53010;LAVAL;Public;48.059373;-0.766849
530009588;CH NORD MAYENNE PSY HTP JOUR LA PLAINE;53103;MAYENNE;Public;48.303387;-0.617261
530030121;HOPITAL DE JOUR LAVAL EST;53000;LAVAL;Public;48.080218;-0.785925
530031301;SERVICE DE PEDOPSYCHIATRIE CH LAVAL;53000;LAVAL;Public;48.068035;-0.780346
540000015;CHRU NANCY - MATERNITE;54042;NANCY;Public;48.688135;6.171263
540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;54201;TOUL;Public;48.676218;5.887385
540000072;MAISON HOSPITALIERE DE BACCARAT;54120;BACCARAT;ESPIC;48.447878;6.738397
540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;54480;CIREY SUR VEZOUZE;Public;48.586260;6.941102
540000155;CENTRE HOSPITALIER DE LUNEVILLE;54301;LUNEVILLE;Public;48.589074;6.491614
540000163;CHRU NANCY - CENTRE EMILE GALLE;54052;NANCY;Public;48.688135;6.171263
540000270;HOPITAL LOCAL DE POMPEY;54340;POMPEY;Public;48.765118;6.119772
540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;54701;PONT A MOUSSON;Public;48.906334;6.052270
540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;54210;ST NICOLAS DE PORT;Public;48.633653;6.301625
540000395;LES MAISONS  HOSPITALI. SITE NANCY;54000;NANCY;ESPIC;48.687930;6.182232
540001070;CH DE BRIEY - HOPITAL MAILLOT;54151;BRIEY;Public;49.255190;5.965728
540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);54350;MONT ST MARTIN;ESPIC;49.538047;5.779487
540001104;HOPITAL DE JOEUF (ASSPO);54240;JOEUF;ESPIC;49.225194;6.011521
540001138;CHRU NANCY - HOPITAL CENTRAL;54035;NANCY;Public;48.688135;6.171263
540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;54519;VANDOEUVRE LES NANCY;ESPIC;48.647348;6.144441
540002698;CHRU NANCY - HOPITAUX DE BRABOIS;54511;VANDOEUVRE LES NANCY;Public;48.661576;6.162638
540003027;CHRU NANCY - CRECHE HOSPITALIERE M V F;54000;NANCY;Public;48.680417;6.187667
540003043;CHRU NANCY - HOPITAL SAINT JULIEN;54000;NANCY;Public;48.686968;6.191746
540003639;CMP-CATTP ADULTES VILLERUPT SOS SANTE;54190;VILLERUPT;ESPIC;49.471652;5.931534
